Collections Similarity Summary (Weighted by Average Confidence)
======================================================================================================================================================
Total Collections Summarized: 1105

Collection Name                Avg Similarity       Total Confidence   High (>=0.90) Weight (%)       Medium (0.70-0.89) Weight (%)  Low (0.50-0.69) Weight (%)     Very Low (<0.50) Weight (%)   
cookpolitical-2023             0.6143               81.5219            0.00                           27.54                          44.76                          27.69                         
parisreview-2023               0.6133               96.8464            41.02                          5.54                           0.00                           53.44                         
politifact-2023                0.6131               565.7446           0.00                           36.46                          38.01                          25.53                         
14eastmag-2023                 0.6121               510.7396           44.71                          0.47                           0.07                           54.75                         
nro-2023                       0.6118               777.8510           21.51                          16.85                          11.62                          50.02                         
tmz-2023                       0.6112               83.3209            27.73                          21.75                          6.31                           44.20                         
curbed-2023                    0.6097               481.3054           15.24                          19.70                          26.03                          39.03                         
zerohedge-2023                 0.6086               513.6857           39.22                          3.76                           2.43                           54.58                         
pitchfork-2023                 0.6084               337.1147           3.91                           38.80                          24.89                          32.41                         
gazettedotcom-2023             0.6078               593.9804           1.47                           32.06                          42.13                          24.34                         
marylandmatters-2023           0.6064               321.5624           16.69                          4.32                           49.32                          29.68                         
iowapublicradio-2023           0.6056               176.3738           33.25                          7.73                           7.79                           51.22                         
cqnow-2023                     0.6046               69.4953            0.00                           60.42                          0.00                           39.58                         
baynature-2023                 0.6009               219.9986           6.14                           45.45                          12.04                          36.37                         
borderless_mag-2023            0.5983               444.1999           28.11                          9.97                           8.98                           52.94                         
dallasbiznews-2023             0.5982               475.8108           21.82                          12.55                          23.73                          41.89                         
flightglobal-2023              0.5973               465.1189           20.07                          14.28                          29.99                          35.65                         
ctmagazine-2023                0.5971               515.4561           23.19                          18.43                          8.88                           49.50                         
moreperfectus-2023             0.5964               64.9489            32.06                          4.45                           14.40                          49.09                         
studyfindsorg-2023             0.5955               132.1004           22.51                          16.83                          12.58                          48.08                         
gatewaypundit-2023             0.5935               1210.3221          32.44                          1.76                           32.87                          32.93                         
theinformation-2023            0.5934               679.5365           17.83                          27.02                          3.22                           51.93                         
pucknews-2023                  0.5932               202.9445           13.90                          1.96                           54.87                          29.27                         
binjreports-2023               0.5930               93.7492            0.00                           43.55                          15.65                          40.81                         
atlciviccircle-2023            0.5919               189.0115           20.17                          16.12                          13.12                          50.60                         
abqbizfirst-2023               0.5914               468.5393           18.23                          16.10                          20.91                          44.76                         
wonkette-2023                  0.5912               2190.6511          5.96                           6.39                           63.79                          23.86                         
wbtv_news-2023                 0.5912               530.2696           24.05                          5.49                           22.79                          47.67                         
100reporters-2023              0.5899               167.5291           47.81                          0.00                           0.00                           52.19                         
devilslakenews-2023            0.5891               230.7494           31.06                          15.13                          4.07                           49.74                         
dallasnews-2023                0.5889               49.1950            9.36                           23.49                          23.87                          43.27                         
stlpublicradio-2023            0.5857               234.0726           12.39                          19.25                          17.54                          50.82                         
wtvm-2023                      0.5855               551.0200           27.75                          4.13                           12.45                          55.67                         
theriotimes-2023               0.5851               1053.8125          22.30                          13.72                          8.22                           55.76                         
ilanganewspaper-2023           0.5839               121.4198           23.84                          26.67                          3.80                           45.69                         
protocol-2023                  0.5803               97.9583            0.00                           25.73                          48.80                          25.47                         
wnpr-2023                      0.5794               337.7750           14.98                          21.55                          11.41                          52.06                         
baltbizonline-2023             0.5790               516.3689           23.37                          8.60                           19.45                          48.58                         
propublica-2023                0.5787               307.1121           29.05                          8.72                           2.31                           59.92                         
phoenixluc-2023                0.5774               17.1719            3.96                           24.27                          40.22                          31.55                         
baltfishbowl-2023              0.5768               715.5720           3.16                           31.01                          17.32                          48.51                         
nhpr-2023                      0.5748               216.6414           18.91                          12.70                          15.60                          52.79                         
akpublicnews-2023              0.5742               79.7350            0.00                           24.35                          46.84                          28.81                         
thephilacitizen-2023           0.5735               103.2867           8.20                           16.24                          46.96                          28.61                         
wave3news-2023                 0.5696               513.0050           21.54                          5.24                           14.21                          59.00                         
wtoc11-2023                    0.5597               523.1940           22.61                          4.76                           11.52                          61.11                         
uwogazette-2023                0.5590               378.0388           14.52                          14.83                          5.99                           64.65                         
mtfreepress-2023               0.5589               304.1501           24.53                          6.36                           9.48                           59.63                         
platformer-2023                0.5584               427.8547           26.39                          5.93                           5.99                           61.69                         
suntimes-2023                  0.5580               658.1186           11.76                          24.30                          6.29                           57.65                         
miwisconsin-2023               0.5576               673.5632           1.35                           12.54                          68.52                          17.58                         
wowt6news-2023                 0.5573               539.9497           23.86                          4.57                           9.90                           61.67                         
simple_flying-2023             0.5569               1192.8099          4.09                           12.52                          42.08                          41.30                         
cityandstateny-2023            0.5556               316.9628           14.22                          13.25                          20.15                          52.38                         
cbs7news-2023                  0.5556               498.2250           25.23                          4.56                           8.29                           61.91                         
ringer-2023                    0.5540               1060.9952          6.66                           28.04                          15.30                          50.01                         
lajornadaonline-2023           0.5522               1034.0596          10.83                          16.31                          12.50                          60.36                         
lagrangenews-2023              0.5520               433.6058           1.79                           24.58                          20.59                          53.03                         
truthout-2023                  0.5499               287.8580           22.94                          2.76                           6.38                           67.92                         
media_outlier-2023             0.5495               105.0877           5.01                           22.20                          31.61                          41.18                         
agenciapublica-2023            0.5489               267.9247           14.72                          18.98                          7.10                           59.21                         
bosbizjournal-2023             0.5481               572.4809           19.55                          9.03                           18.11                          53.31                         
aknewsnow-2023                 0.5471               525.8701           24.13                          5.55                           4.20                           66.11                         
19thnews-2023                  0.5470               262.5099           0.00                           30.21                          11.09                          58.70                         
wkyt-2023                      0.5454               514.2218           18.81                          9.63                           6.48                           65.08                         
southsideweekly-2023           0.5431               243.9488           21.69                          4.94                           9.56                           63.82                         
airlinereporter-2023           0.5429               222.5600           19.27                          15.02                          5.98                           59.73                         
eenewsupdates-2023             0.5415               100.8544           0.00                           0.00                           69.56                          30.44                         
bhamwatch-2023                 0.5405               306.4077           28.09                          8.78                           10.49                          52.63                         
cbs46-2023                     0.5403               485.6624           21.34                          0.73                           12.12                          65.81                         
revistapiaui-2023              0.5395               142.2456           21.48                          1.77                           20.22                          56.54                         
peninsupress-2023              0.5395               183.4460           7.21                           27.13                          6.79                           58.87                         
cnsmd-2023                     0.5388               545.7423           0.30                           29.87                          21.94                          47.88                         
wbrcnews-2023                  0.5388               521.7643           22.54                          2.43                           11.91                          63.11                         
eastlansinginfo-2023           0.5342               255.7647           15.46                          2.28                           31.07                          51.18                         
wrdw_wagt-2023                 0.5340               504.0026           23.62                          3.07                           4.15                           69.17                         
baltimoremag-2023              0.5334               546.9312           17.07                          0.83                           16.29                          65.81                         
thelensnola-2023               0.5328               157.6463           0.00                           17.73                          41.30                          40.96                         
dronedj-2023                   0.5327               358.9477           23.63                          8.50                           1.66                           66.20                         
newyorker-2023                 0.5318               600.2509           7.35                           19.04                          19.47                          54.14                         
thebafflermag-2023             0.5311               157.2741           0.00                           1.46                           65.03                          33.52                         
walbnews10-2023                0.5308               532.9397           22.25                          4.00                           8.92                           64.83                         
chicago_reader-2023            0.5295               454.9930           15.45                          1.93                           27.41                          55.21                         
ainonline-2023                 0.5283               314.6629           2.19                           27.51                          12.75                          57.55                         
colabnewsco-2023               0.5264               63.3636            23.31                          0.00                           20.02                          56.67                         
spotlight4dc-2023              0.5263               451.8906           33.81                          2.57                           0.00                           63.62                         
jessicavalenti-2023            0.5243               467.9930           16.44                          19.01                          5.94                           58.61                         
kcrg-2023                      0.5204               505.8745           14.30                          5.68                           17.68                          62.34                         
gradynewsource-2023            0.5168               269.6518           0.00                           1.94                           50.96                          47.09                         
diariopopularrs-2023           0.5168               57.2076            0.00                           47.28                          3.09                           49.64                         
newsrepublican-2023            0.5167               360.7292           0.00                           16.20                          10.43                          73.37                         
blockclubchi-2023              0.5149               524.7930           7.78                           10.03                          9.80                           72.39                         
toacornnews-2023               0.5136               649.7873           23.81                          9.51                           3.49                           63.20                         
delawarepublic-2023            0.5131               205.1144           12.58                          7.66                           22.37                          57.39                         
littlevillage-2023             0.5121               338.7967           1.50                           15.34                          32.42                          50.74                         
marfaradio-2023                0.5115               148.0936           0.00                           21.49                          14.73                          63.79                         
alreporter-2023                0.5101               573.3388           6.79                           11.72                          18.39                          63.10                         
vanityfair-2023                0.5100               417.6708           3.46                           15.76                          23.82                          56.96                         
pinjnews-2023                  0.5099               269.4145           15.85                          18.78                          0.00                           65.36                         
signalcleveland-2023           0.5092               462.6767           4.27                           17.09                          13.46                          65.18                         
bonappetit-2023                0.5090               185.9528           0.00                           18.17                          47.17                          34.66                         
techmeme-2023                  0.5089               3250.7679          14.45                          3.53                           15.69                          66.34                         
chess24com-2023                0.5080               744.7453           12.17                          15.78                          2.58                           69.47                         
knprnews-2023                  0.5064               162.3066           0.00                           26.73                          15.07                          58.21                         
sltimes-2023                   0.5058               374.0482           31.35                          0.35                           0.14                           68.16                         
bettergov-2023                 0.5046               299.8410           22.38                          0.00                           9.74                           67.88                         
fox12oregon-2023               0.5046               471.2785           9.90                           10.15                          11.13                          68.81                         
texastribune-2023              0.5034               401.0599           15.42                          3.32                           6.63                           74.63                         
hou_landing-2023               0.5000               14.9976            0.00                           0.00                           100.00                         0.00                          
cjr-2023                       0.4998               111.5970           8.96                           32.26                          1.67                           57.11                         
fairmediawatch-2023            0.4982               282.0013           0.00                           29.11                          11.97                          58.93                         
newschannelne-2023             0.4972               493.8193           16.97                          7.10                           0.92                           75.01                         
yahoofinance-2023              0.4962               999.6663           17.91                          7.20                           7.29                           67.59                         
techcrunch-2023                0.4944               339.6889           2.92                           24.99                          4.07                           68.02                         
newscientist-2023              0.4930               350.6694           16.00                          6.81                           3.36                           73.83                         
thecityny-2023                 0.4921               250.9217           10.72                          13.79                          1.59                           73.90                         
irishexaminer-2023             0.4890               100.8401           5.94                           13.45                          15.85                          64.76                         
green_footballs-2023           0.4862               312.6527           27.01                          14.42                          3.26                           55.30                         
charlie_hebdo_-2023            0.4849               190.2412           0.00                           21.41                          21.78                          56.81                         
unherd-2023                    0.4846               544.6043           9.59                           0.14                           18.32                          71.95                         
chalkbeat-2023                 0.4839               561.1719           0.17                           12.94                          20.66                          66.23                         
cuestion_p-2023                0.4837               279.4222           9.49                           32.09                          0.79                           57.63                         
thedispatch-2023               0.4825               343.1708           0.00                           14.05                          23.00                          62.95                         
fortworthreport-2023           0.4824               472.1956           9.20                           2.72                           21.98                          66.10                         
thedailyclimate-2023           0.4823               1098.8075          6.89                           15.35                          4.12                           73.63                         
fiquemsabendo-2023             0.4817               1635.0687          5.98                           8.88                           26.71                          58.43                         
dallasconews-2023              0.4803               356.1330           0.00                           13.97                          21.78                          64.25                         
theperrychief-2023             0.4800               355.2345           0.00                           13.86                          21.80                          64.33                         
arkansasonline-2023            0.4781               606.4404           5.02                           5.62                           22.88                          66.49                         
vryeweekblad-2023              0.4777               382.6902           0.00                           0.00                           52.90                          47.10                         
enewsofnepal-2023              0.4755               105.3070           38.93                          0.00                           0.00                           61.07                         
kakenews-2023                  0.4754               505.2327           15.02                          8.45                           2.24                           74.29                         
sjspotlight-2023               0.4754               168.1841           11.64                          15.23                          6.67                           66.46                         
firstthingsmag-2023            0.4751               374.8217           0.00                           9.02                           44.44                          46.54                         
kcur-2023                      0.4716               207.2327           10.74                          5.79                           12.32                          71.14                         
lataco-2023                    0.4708               86.7511            0.00                           0.00                           64.14                          35.86                         
levernews-2023                 0.4707               95.0087            11.00                          0.00                           8.71                           80.29                         
sludge-2023                    0.4706               310.4642           0.00                           19.75                          8.99                           71.26                         
capitolnewsil-2023             0.4699               173.5102           0.00                           0.00                           42.63                          57.37                         
vicenews-2023                  0.4690               249.3763           0.00                           4.70                           27.51                          67.79                         
votebeatus-2023                0.4629               599.0666           0.00                           5.49                           16.37                          78.14                         
blackbygodwv-2023              0.4611               129.3031           0.00                           11.69                          21.17                          67.14                         
sahanjournal-2023              0.4582               488.4155           4.39                           1.14                           19.82                          74.64                         
demingheadlight-2023           0.4568               122.5076           0.00                           26.97                          13.40                          59.63                         
live_hindustan-2023            0.4558               436.2262           7.74                           2.51                           13.61                          76.14                         
nwademgaz-2023                 0.4540               444.7548           0.32                           7.50                           24.79                          67.39                         
kpcwradio-2023                 0.4537               203.9994           0.62                           18.67                          2.14                           78.57                         
el_timpano-2023                0.4535               108.4570           0.00                           0.00                           19.66                          80.34                         
commondreams-2023              0.4535               1461.1539          15.63                          9.98                           2.61                           71.78                         
ocmediaorg-2023                0.4522               228.1927           0.00                           0.00                           33.48                          66.52                         
prabhatkhabar-2023             0.4515               511.6021           5.04                           1.89                           21.53                          71.53                         
jdemontreal-2023               0.4510               1036.9178          0.28                           5.84                           26.21                          67.67                         
arknewsorg-2023                0.4434               273.5269           0.00                           27.51                          5.08                           67.41                         
kgounews-2023                  0.4428               222.9437           2.08                           5.69                           17.53                          74.70                         
timeslive-2023                 0.4426               1045.0693          4.98                           14.19                          0.62                           80.22                         
scalawagmag-2023               0.4398               515.2856           0.00                           15.75                          14.61                          69.65                         
evroundtable-2023              0.4390               812.9010           0.00                           2.18                           37.67                          60.15                         
mediapart-2023                 0.4374               1165.6773          3.25                           21.25                          8.56                           66.94                         
airwaysmagazine-2023           0.4363               132.6302           0.00                           18.80                          24.43                          56.77                         
chicagoreporter-2023           0.4349               174.6521           0.00                           20.49                          15.35                          64.15                         
gcm_nf-2023                    0.4349               91.7038            0.00                           0.00                           43.50                          56.50                         
newstribune-2023               0.4338               250.8604           0.00                           12.61                          8.47                           78.92                         
buckscoherald-2023             0.4326               964.0393           9.46                           2.26                           4.28                           84.00                         
gridnews-2023                  0.4304               229.6144           0.00                           0.00                           30.70                          69.30                         
aspenpubradio-2023             0.4297               209.9607           1.33                           12.12                          2.03                           84.52                         
cpipr-2023                     0.4294               802.1952           1.58                           1.44                           49.89                          47.09                         
uvaldenews-2023                0.4292               270.1815           7.55                           7.09                           6.82                           78.54                         
canopyatl-2023                 0.4283               55.6852            0.00                           0.00                           12.38                          87.62                         
41nbc-2023                     0.4240               543.6111           2.58                           5.91                           19.07                          72.45                         
voiceofsandiego-2023           0.4227               381.9209           0.00                           0.93                           11.43                          87.64                         
arstechnica-2023               0.4207               1255.3209          0.00                           0.84                           57.48                          41.68                         
texasobserver-2023             0.4205               131.9027           0.00                           18.75                          12.77                          68.49                         
wttw-2023                      0.4180               490.4731           2.54                           4.71                           17.17                          75.58                         
online_khabar-2023             0.4118               57.1224            20.66                          13.62                          0.00                           65.71                         
theprospect-2023               0.4110               359.1996           3.52                           4.24                           11.86                          80.39                         
jstor_daily-2023               0.4105               360.8582           7.49                           7.03                           0.25                           85.22                         
clarincom-2023                 0.4102               1377.4840          5.72                           4.96                           2.41                           86.90                         
aspenjournalism-2023           0.4088               146.9018           5.64                           0.00                           18.35                          76.02                         
baltbeat-2023                  0.4073               109.5816           10.81                          0.00                           10.60                          78.59                         
thenation-2023                 0.4063               24.8915            0.00                           0.00                           13.17                          86.83                         
alpublicradio-2023             0.4038               321.7022           8.82                           11.29                          1.09                           78.80                         
mongabay-2023                  0.4023               438.9577           0.15                           0.36                           4.55                           94.94                         
doorcountyknock-2023           0.4018               183.3505           0.00                           6.72                           7.22                           86.06                         
corriere-2023                  0.3995               223.3171           5.51                           0.32                           10.93                          83.25                         
sinembargomx-2023              0.3976               57.0553            0.00                           0.00                           49.48                          50.52                         
searchlightnm-2023             0.3968               119.0869           0.00                           0.00                           15.14                          84.86                         
hwherald-2023                  0.3950               157.5796           0.00                           0.00                           0.94                           99.06                         
nebpublicmedia-2023            0.3930               138.9944           7.77                           8.68                           1.07                           82.48                         
harpers-2023                   0.3927               252.1504           0.00                           9.33                           19.42                          71.25                         
punchbowlnews-2023             0.3704               14.9404            0.00                           0.00                           0.00                           100.00                        
belt_magazine-2023             0.3685               233.1100           0.00                           5.82                           16.23                          77.95                         
oglethorpe_echo-2023           0.3655               91.4683            0.00                           11.87                          12.96                          75.17                         
chesscom-2023                  0.3653               270.8181           0.00                           1.19                           1.25                           97.56                         
nationaljournal-2023           0.3636               14.9993            0.00                           0.00                           0.00                           100.00                        
baruchticker-2023              0.3632               321.9009           0.00                           0.00                           0.00                           100.00                        
reveal-2023                    0.3600               173.8884           0.00                           0.00                           8.90                           91.10                         
amarujalanews-2023             0.3535               968.7783           4.74                           2.53                           4.81                           87.92                         
reckonnews-2023                0.3533               161.1359           0.00                           0.00                           2.03                           97.97                         
theinterceptbr-2023            0.3444               1871.2052          0.00                           0.48                           7.92                           91.60                         
chessbase-2023                 0.3421               305.4055           2.19                           3.19                           2.67                           91.96                         
ltntw-2023                     0.3392               166.7362           0.00                           12.69                          5.05                           82.27                         
oxciej-2023                    0.3348               283.2443           0.00                           0.00                           0.00                           100.00                        
cronica-2023                   0.3334               727.6148           2.03                           0.66                           0.00                           97.31                         
rpbreakingnews-2023            0.3319               327.6142           0.00                           0.73                           9.60                           89.67                         
freethinkmedia-2023            0.3304               145.4358           0.00                           0.00                           0.00                           100.00                        
jagrannews-2023                0.3300               677.8178           0.39                           0.09                           2.34                           97.17                         
civic_lex-2023                 0.3214               138.9773           0.00                           0.00                           8.39                           91.61                         
pulitzercenter-2023            0.3198               95.0430            0.00                           1.77                           9.55                           88.68                         
punjabkesari-2023              0.3112               139.6806           0.00                           0.55                           4.84                           94.61                         
pointreyeslight-2023           0.2968               129.8394           0.00                           0.00                           10.49                          89.51                         
tw_nextmedia-2023              0.2950               81.6235            0.00                           0.00                           6.08                           93.92                         
strikewave-2023                0.2895               193.0136           8.79                           0.00                           0.00                           91.21                         
lrb-2023                       0.2872               92.0296            0.00                           0.00                           6.82                           93.18                         
ashlandornews-2023             0.2859               236.9643           0.00                           0.00                           0.00                           100.00                        
kqed-2023                      0.2653               689.0848           0.00                           0.00                           0.00                           100.00                        
sjvwater-2023                  0.2640               137.2014           0.00                           0.00                           0.00                           100.00                        
bloombergjapan-2023            0.2588               118.9100           0.00                           0.00                           0.00                           100.00                        
austinvida-2023                0.2415               95.3521            0.00                           0.00                           0.00                           100.00                        
desert_oracle-2023             0.2354               39.2930            0.00                           0.00                           0.00                           100.00                        
imagekhabar-2023               0.2306               42.9914            0.00                           0.00                           0.00                           100.00                        
dainikbhaskar-2023             0.2286               423.5956           0.00                           0.00                           0.08                           99.92                         
ujyaalo-2023                   0.2254               166.5550           0.00                           0.00                           0.00                           100.00                        
hromadskeua-2023               0.2213               236.9566           0.00                           0.00                           0.00                           100.00                        
setopati-2023                  0.2168               8.6658             0.00                           0.00                           0.00                           100.00                        
annapurna_post-2023            0.2134               194.9593           0.00                           0.00                           0.00                           100.00                        
izvestia_ru-2023               0.2052               671.9026           0.00                           0.00                           0.09                           99.91                         
naya_patrika-2023              0.2038               244.7123           0.00                           0.00                           0.00                           100.00                        
maarivonline-2023              0.1978               223.9209           0.00                           0.00                           0.00                           100.00                        
nhk_news-2023                  0.1959               178.9760           0.00                           0.00                           0.00                           100.00                        
zmanisrael-2023                0.1949               110.5547           0.00                           0.00                           0.99                           99.01                         
ukrinform-2023                 0.1919               416.6737           0.00                           0.00                           0.00                           100.00                        
