Collections Similarity Summary (Weighted by Average Confidence)
======================================================================================================================================================
Total Collections Summarized: 1056

Collection Name                Avg Similarity       Total Confidence   High (>=0.90) Weight (%)       Medium (0.70-0.89) Weight (%)  Low (0.50-0.69) Weight (%)     Very Low (<0.50) Weight (%)   
sludge-2023                    0.4748               301.5498           0.00                           16.25                          20.23                          63.52                         
timeslive-2023                 0.4745               1005.9375          6.01                           16.26                          5.03                           72.70                         
southsideweekly-2023           0.4745               217.3311           7.35                           14.51                          5.70                           72.44                         
9to5mac-2023                   0.4731               2070.7645          3.91                           4.87                           28.86                          62.37                         
atarde-2023                    0.4726               983.6414           6.39                           4.69                           23.03                          65.90                         
excelsior-2023                 0.4724               541.9271           5.57                           4.83                           22.40                          67.20                         
thedispatch-2023               0.4723               345.2138           0.00                           11.82                          25.53                          62.65                         
laist-2023                     0.4719               343.2789           2.21                           6.55                           26.63                          64.61                         
mailonline-2023                0.4716               4215.7608          1.26                           5.11                           28.64                          64.99                         
news24-2023                    0.4715               2019.0328          0.00                           5.52                           36.66                          57.82                         
demingheadlight-2023           0.4714               122.8771           0.00                           7.24                           33.11                          59.65                         
dailytarheel-2023              0.4712               307.1146           7.73                           3.91                           26.72                          61.65                         
scalawagmag-2023               0.4704               453.8985           3.29                           8.59                           19.93                          68.18                         
tucsonsentinel-2023            0.4685               216.4815           7.07                           9.16                           21.50                          62.27                         
em_com-2023                    0.4678               1987.6125          1.69                           14.98                          11.96                          71.36                         
bettergov-2023                 0.4678               287.6837           11.81                          6.96                           10.92                          70.30                         
kcrg-2023                      0.4673               454.9825           10.70                          3.77                           14.27                          71.26                         
kuarpublicradio-2023           0.4664               44.3366            11.70                          9.02                           11.36                          67.92                         
eastlansinginfo-2023           0.4656               227.7190           1.51                           2.11                           34.29                          62.08                         
levernews-2023                 0.4652               99.2583            0.00                           14.08                          8.02                           77.90                         
theinformation-2023            0.4649               370.6323           2.27                           11.41                          28.17                          58.15                         
newschannelne-2023             0.4647               387.7427           7.78                           5.11                           10.85                          76.26                         
wowt6news-2023                 0.4646               465.1350           10.25                          3.94                           12.64                          73.17                         
sahanjournal-2023              0.4646               448.7352           2.51                           3.83                           25.65                          68.01                         
phillyinquirer-2023            0.4644               940.7053           7.64                           12.81                          4.92                           74.63                         
derspiegel-2023                0.4637               790.6758           1.99                           9.08                           24.03                          64.91                         
wkyt-2023                      0.4606               451.0975           9.62                           5.56                           14.37                          70.45                         
nwademgaz-2023                 0.4606               460.4848           0.39                           8.11                           24.11                          67.39                         
wbrcnews-2023                  0.4601               443.5663           9.11                           4.53                           16.46                          69.90                         
walbnews10-2023                0.4601               467.9586           11.54                          5.21                           10.29                          72.95                         
anchoragepress-2023            0.4598               776.9619           3.75                           7.34                           19.88                          69.04                         
capitolnewsil-2023             0.4595               154.4199           0.00                           0.00                           44.74                          55.26                         
kut-2023                       0.4593               188.1868           5.51                           3.66                           16.71                          74.12                         
cuestion_p-2023                0.4575               270.6998           8.37                           24.86                          5.40                           61.37                         
blackbygodwv-2023              0.4567               120.8857           0.00                           10.84                          18.49                          70.67                         
wbez-2023                      0.4564               275.9897           0.69                           7.54                           31.40                          60.37                         
indiatoday-2023                0.4554               1886.4271          6.27                           8.41                           13.88                          71.44                         
teenvogue-2023                 0.4548               151.2331           0.00                           2.33                           27.14                          70.52                         
thedailyclimate-2023           0.4546               987.1692           9.29                           13.87                          4.11                           72.73                         
themarkup-2023                 0.4535               103.6316           0.00                           2.86                           38.69                          58.46                         
vermontpublic-2023             0.4529               148.2515           0.00                           6.28                           27.93                          65.80                         
ocmediaorg-2023                0.4526               226.7949           0.00                           0.00                           34.08                          65.92                         
agenciapublica-2023            0.4524               164.8332           14.34                          1.91                           7.96                           75.80                         
ctmagazine-2023                0.4513               358.1253           2.78                           6.42                           20.67                          70.13                         
media_outlier-2023             0.4506               92.3120            0.00                           2.26                           34.83                          62.91                         
techcrunch-2023                0.4503               331.7747           0.28                           18.72                          5.55                           75.44                         
dailypenn-2023                 0.4495               151.3834           5.87                           5.45                           28.95                          59.74                         
simple_flying-2023             0.4489               1061.7024          2.26                           9.30                           18.49                          69.95                         
theperrychief-2023             0.4488               330.9238           0.51                           10.82                          17.30                          71.37                         
nettavisen-2023                0.4482               1046.3610          0.00                           3.54                           31.98                          64.49                         
dallasconews-2023              0.4470               327.4057           0.52                           10.73                          16.47                          72.28                         
kgounews-2023                  0.4462               158.6401           3.02                           11.53                          12.29                          73.16                         
mongabay-2023                  0.4461               418.1920           6.08                           4.04                           1.92                           87.97                         
prabhatkhabar-2023             0.4461               526.5349           3.30                           3.04                           22.29                          71.37                         
wearehpr-2023                  0.4460               173.9967           11.28                          6.01                           8.46                           74.25                         
belt_magazine-2023             0.4449               234.1791           12.42                          7.34                           10.30                          69.93                         
uninoticias-2023               0.4449               687.8724           3.13                           11.71                          6.67                           78.49                         
hou_landing-2023               0.4444               13.9926            0.00                           0.00                           0.00                           100.00                        
fortworthreport-2023           0.4441               444.2765           2.16                           2.08                           24.30                          71.46                         
omelete-2023                   0.4438               451.0735           7.70                           5.47                           13.86                          72.97                         
newstribune-2023               0.4436               258.6142           0.98                           10.86                          11.62                          76.54                         
dallasbiznews-2023             0.4426               473.8750           5.26                           9.93                           12.09                          72.72                         
kpcwradio-2023                 0.4403               176.1005           3.88                           8.15                           12.61                          75.35                         
aspenjournalism-2023           0.4399               149.5790           10.02                          0.00                           17.75                          72.22                         
gcm_nf-2023                    0.4399               93.2260            0.00                           0.00                           43.93                          56.07                         
newsday-2023                   0.4395               815.8547           10.67                          3.92                           4.47                           80.93                         
voiceofsandiego-2023           0.4395               312.7099           1.77                           4.34                           9.02                           84.87                         
colabnewsco-2023               0.4386               50.5650            0.00                           18.85                          28.05                          53.10                         
stlpublicradio-2023            0.4330               112.5820           3.42                           7.39                           14.25                          74.94                         
nybooks-2023                   0.4329               673.8535           0.00                           5.52                           22.41                          72.07                         
abqbizfirst-2023               0.4322               460.4346           5.27                           7.63                           13.42                          73.68                         
kvpr-2023                      0.4318               159.0009           5.99                           2.59                           20.51                          70.91                         
wttw-2023                      0.4317               471.1774           6.06                           4.98                           19.71                          69.25                         
jewishcurrents-2023            0.4315               281.4404           0.00                           8.48                           26.26                          65.26                         
baltbeat-2023                  0.4304               112.3675           10.29                          0.00                           11.21                          78.50                         
wrdw_wagt-2023                 0.4299               432.1829           4.43                           4.96                           11.70                          78.90                         
lp_lapresse-2023               0.4286               686.7846           1.10                           1.03                           17.66                          80.20                         
marfaradio-2023                0.4279               105.8720           6.18                           4.56                           9.83                           79.43                         
evroundtable-2023              0.4274               783.1113           0.00                           1.41                           33.91                          64.67                         
yahoofinance-2023              0.4261               981.2740           8.02                           3.01                           9.20                           79.77                         
correio-2023                   0.4260               1045.3238          0.73                           5.06                           19.17                          75.04                         
baltbizonline-2023             0.4259               504.5189           5.04                           5.80                           12.06                          77.10                         
france24-2023                  0.4240               743.4973           0.26                           7.53                           14.85                          77.36                         
iowapublicradio-2023           0.4232               106.1081           1.94                           3.38                           20.27                          74.41                         
france24_en-2023               0.4219               647.9415           0.00                           11.57                          10.43                          78.00                         
alternet-2023                  0.4200               434.6496           8.60                           7.89                           1.92                           81.59                         
harpers-2023                   0.4196               251.7301           0.00                           2.61                           16.42                          80.97                         
clarincom-2023                 0.4176               1392.5682          3.72                           8.48                           5.86                           81.94                         
aspenpubradio-2023             0.4142               151.4387           3.20                           6.35                           16.08                          74.37                         
jstor_daily-2023               0.4141               365.2676           7.80                           6.64                           0.26                           85.30                         
uvaldenews-2023                0.4135               235.8720           8.75                           1.36                           13.92                          75.97                         
knprnews-2023                  0.4134               113.4493           0.77                           5.99                           27.16                          66.08                         
airwaysmagazine-2023           0.4118               127.4224           0.00                           17.55                          14.33                          68.11                         
alpublicradio-2023             0.4115               285.1011           7.62                           5.49                           9.22                           77.66                         
dailysunsa-2023                0.4103               902.5523           0.00                           1.57                           23.72                          74.71                         
franceinfo-2023                0.4095               1603.9428          0.00                           4.58                           6.78                           88.64                         
20minutes-2023                 0.4093               1329.4444          0.00                           0.06                           16.92                          83.02                         
kcur-2023                      0.4087               98.7856            3.63                           8.39                           3.28                           84.70                         
cityandstateny-2023            0.4066               218.8014           3.88                           2.58                           15.26                          78.28                         
jdemontreal-2023               0.4059               752.2818           1.12                           2.16                           14.42                          82.30                         
rfi-2023                       0.4058               758.6114           0.00                           8.83                           3.79                           87.38                         
fiquemsabendo-2023             0.4018               798.8696           1.16                           7.51                           11.09                          80.24                         
thepostregister-2023           0.4005               818.8509           1.03                           14.68                          28.54                          55.75                         
mediapart-2023                 0.4003               1087.9009          2.79                           7.07                           13.45                          76.69                         
kpcc-2023                      0.3995               76.9170            2.07                           4.29                           16.53                          77.11                         
freethinkmedia-2023            0.3991               146.7067           0.00                           10.22                          8.45                           81.33                         
nrk-2023                       0.3976               761.0796           2.80                           1.31                           2.75                           93.14                         
corriere-2023                  0.3967               169.2285           0.00                           4.30                           21.77                          73.93                         
hwherald-2023                  0.3941               157.4979           0.00                           0.00                           0.00                           100.00                        
sinembargomx-2023              0.3939               54.9048            0.00                           2.65                           31.75                          65.59                         
usweekly-2023                  0.3921               678.6071           0.00                           0.60                           28.46                          70.94                         
searchlightnm-2023             0.3920               117.6508           0.00                           0.00                           17.82                          82.18                         
doorcountyknock-2023           0.3910               172.2200           6.98                           0.00                           0.00                           93.02                         
thedailybeast-2023             0.3894               443.8121           0.21                           11.55                          7.35                           80.88                         
netwerk24-2023                 0.3893               1720.8980          1.47                           2.78                           10.54                          85.22                         
civic_lex-2023                 0.3890               54.2948            0.00                           19.53                          5.12                           75.35                         
fairmediawatch-2023            0.3884               258.2240           1.03                           1.65                           10.93                          86.39                         
online_khabar-2023             0.3881               50.6857            10.92                          5.01                           12.30                          71.77                         
lataco-2023                    0.3875               74.4342            1.12                           3.07                           5.12                           90.69                         
denverchannel-2023             0.3838               706.8974           3.99                           0.76                           5.07                           90.17                         
yaledailynews-2023             0.3827               131.3578           5.49                           2.41                           5.33                           86.77                         
sbtnews-2023                   0.3809               281.5767           0.00                           2.63                           16.27                          81.10                         
lex18news-2023                 0.3808               434.2828           4.76                           1.92                           7.99                           85.34                         
revistapiaui-2023              0.3792               140.5690           0.00                           0.59                           11.36                          88.04                         
amazoniaagencia-2023           0.3779               599.8226           2.26                           0.00                           14.41                          83.33                         
3newsnowomaha-2023             0.3755               638.7304           4.69                           1.55                           5.57                           88.18                         
espn-2023                      0.3736               553.5463           6.71                           5.80                           13.22                          74.27                         
lewistontribune-2023           0.3714               639.9707           1.96                           8.76                           22.67                          66.60                         
baruchticker-2023              0.3679               322.8176           0.00                           0.00                           0.94                           99.06                         
lrb-2023                       0.3663               163.2424           0.00                           8.52                           25.22                          66.26                         
diariopopularrs-2023           0.3656               57.5237            0.00                           8.74                           6.08                           85.18                         
jagrannews-2023                0.3641               501.1950           2.33                           1.00                           10.49                          86.18                         
abc15-2023                     0.3638               661.7277           3.37                           1.00                           5.58                           90.05                         
reveal-2023                    0.3636               180.2181           0.00                           0.00                           8.07                           91.93                         
live_hindustan-2023            0.3628               401.2367           0.25                           0.31                           4.38                           95.06                         
fox5ny-2023                    0.3590               147.4496           0.00                           3.79                           5.73                           90.48                         
newshour-2023                  0.3584               121.2140           1.63                           0.00                           13.72                          84.66                         
oxciej-2023                    0.3573               275.9009           0.00                           4.60                           0.00                           95.40                         
delawarepublic-2023            0.3572               104.0586           0.00                           4.63                           6.01                           89.37                         
salon-2023                     0.3531               549.3438           0.00                           0.17                           4.26                           95.58                         
pucknews-2023                  0.3527               219.5933           0.00                           4.31                           4.50                           91.19                         
texasobserver-2023             0.3527               74.0243            0.00                           0.00                           21.61                          78.39                         
commondreams-2023              0.3469               917.2718           2.51                           9.67                           12.97                          74.85                         
foxla-2023                     0.3467               157.1724           0.00                           0.54                           9.50                           89.96                         
parisreview-2023               0.3460               71.4689            0.00                           0.00                           0.00                           100.00                        
wonkette-2023                  0.3404               1070.1018          1.12                           2.88                           3.77                           92.23                         
bhamwatch-2023                 0.3399               184.7176           2.16                           5.25                           6.57                           86.02                         
cronica-2023                   0.3392               670.2807           1.41                           1.94                           0.87                           95.77                         
fox29philly-2023               0.3370               156.7827           0.00                           0.58                           9.16                           90.26                         
pointreyeslight-2023           0.3345               129.4402           0.00                           0.00                           8.51                           91.49                         
oglethorpe_echo-2023           0.3322               92.3790            0.00                           11.21                          1.01                           87.77                         
lajornadaonline-2023           0.3297               963.2148           0.31                           1.36                           9.86                           88.47                         
reckonnews-2023                0.3234               150.5625           0.00                           0.00                           2.08                           97.92                         
punjabkesari-2023              0.3202               98.4423            2.66                           1.25                           6.31                           89.77                         
yahoonews-2023                 0.3186               111.0800           0.00                           0.72                           4.37                           94.91                         
fox5atlanta-2023               0.3154               170.9716           1.01                           0.52                           2.85                           95.62                         
moreperfectus-2023             0.3139               90.5756            0.00                           0.00                           0.00                           100.00                        
tmz-2023                       0.3024               774.8729           0.25                           0.59                           4.08                           95.09                         
kpr_frankfort-2023             0.2993               36.5521            0.00                           0.00                           0.00                           100.00                        
gridnews-2023                  0.2993               225.5012           0.00                           0.00                           8.79                           91.21                         
theprospect-2023               0.2963               169.3017           0.00                           0.00                           1.50                           98.50                         
ashlandornews-2023             0.2923               233.0631           0.00                           0.00                           0.00                           100.00                        
kqed-2023                      0.2907               624.0737           1.39                           0.39                           0.63                           97.60                         
seikyoofficial-2023            0.2897               107.1733           7.40                           2.48                           2.70                           87.42                         
tylerpaper-2023                0.2890               757.7835           0.42                           14.12                          15.12                          70.35                         
ltntw-2023                     0.2887               119.5658           0.00                           2.59                           4.44                           92.98                         
nikkei-2023                    0.2832               244.8801           1.62                           0.90                           2.68                           94.80                         
vicenews-2023                  0.2819               237.8308           0.00                           0.33                           7.61                           92.06                         
nebpublicmedia-2023            0.2795               137.8619           0.00                           0.00                           0.64                           99.36                         
zmanisrael-2023                0.2784               68.8733            0.42                           0.33                           1.31                           97.94                         
dcnepal-2023                   0.2768               3.5811             0.00                           0.00                           0.00                           100.00                        
marshallproj-2023              0.2740               1485.7186          0.00                           2.41                           1.60                           95.99                         
thejournal_ie-2023             0.2717               148.2101           1.04                           0.00                           10.71                          88.25                         
akpublicnews-2023              0.2706               49.4313            0.00                           0.00                           0.00                           100.00                        
amarujalanews-2023             0.2702               912.1554           1.63                           1.45                           2.92                           94.00                         
imagekhabar-2023               0.2671               29.4699            0.00                           0.00                           0.00                           100.00                        
nepalkhabar24-2023             0.2641               153.5075           0.00                           0.00                           0.45                           99.55                         
nagarik_news-2023              0.2564               133.6497           0.00                           0.00                           1.38                           98.62                         
nbcnews-2023                   0.2552               73.5159            0.00                           3.56                           12.04                          84.40                         
sjvwater-2023                  0.2527               130.5380           0.00                           0.00                           0.00                           100.00                        
austinvida-2023                0.2466               92.9147            0.00                           0.00                           0.00                           100.00                        
naya_patrika-2023              0.2452               247.8280           0.00                           0.00                           0.37                           99.63                         
udn-2023                       0.2450               24.8557            0.00                           0.00                           3.65                           96.35                         
berkshireeagle-2023            0.2410               1129.5485          6.61                           7.11                           10.44                          75.84                         
ujyaalo-2023                   0.2407               176.0836           0.00                           0.00                           0.99                           99.01                         
maarivonline-2023              0.2384               218.7229           0.00                           0.00                           0.00                           100.00                        
annapurna_post-2023            0.2329               199.6377           0.00                           0.00                           0.19                           99.81                         
haaretzcom-2023                0.2313               573.2394           0.00                           0.00                           1.10                           98.90                         
jn_japanese-2023               0.2308               19.6818            0.00                           0.00                           0.00                           100.00                        
setopati-2023                  0.2263               11.0573            0.00                           0.00                           0.00                           100.00                        
ynetalerts-2023                0.2247               376.6208           0.00                           0.00                           0.22                           99.78                         
chunichi_denhen-2023           0.2215               9.4318             0.00                           0.00                           0.00                           100.00                        
desert_oracle-2023             0.2200               37.0113            0.00                           0.00                           0.00                           100.00                        
rpbreakingnews-2023            0.2189               300.9468           0.00                           0.00                           0.93                           99.07                         
hromadskeua-2023               0.2181               239.4657           0.00                           0.00                           0.00                           100.00                        
asahi-2023                     0.2162               183.3592           0.00                           0.00                           0.00                           100.00                        
sankei_news-2023               0.2139               228.6970           0.00                           0.00                           0.00                           100.00                        
ukrinform-2023                 0.2130               311.4999           0.00                           0.00                           0.32                           99.68                         
lokaantar-2023                 0.2098               538.6443           0.00                           0.00                           0.25                           99.75                         
zn_ua-2023                     0.2092               743.3707           0.00                           0.00                           0.11                           99.89                         
izvestia_ru-2023               0.2088               756.2034           0.00                           0.00                           0.00                           100.00                        
dainikbhaskar-2023             0.2083               367.4844           0.00                           0.00                           0.00                           100.00                        
deshsanchar1-2023              0.2082               43.5897            0.00                           0.00                           0.00                           100.00                        
theinterceptbr-2023            0.2027               496.9663           0.00                           0.17                           1.30                           98.53                         
nhk_news-2023                  0.2010               183.2169           0.55                           0.00                           0.00                           99.45                         
osnepalnews-2023               0.2003               27.4286            0.00                           0.00                           0.00                           100.00                        
quintoelab-2023                0.1994               162.2657           6.15                           0.00                           0.00                           93.85                         
newsgorkhapatra-2023           0.1978               14.5492            0.00                           0.00                           0.00                           100.00                        
enewsofnepal-2023              0.1964               59.2249            0.00                           0.00                           1.02                           98.98                         
segodnya_online-2023           0.1908               578.8531           0.00                           0.00                           0.00                           100.00                        
tw_nextmedia-2023              0.1775               67.1013            0.00                           0.00                           0.17                           99.83                         
israelhayomeng-2023            0.1763               497.5779           0.00                           0.00                           0.00                           100.00                        
rato_pati-2023                 0.1732               38.6340            0.00                           0.00                           0.00                           100.00                        
rianru-2023                    0.1697               271.9450           0.00                           0.00                           0.00                           100.00                        
chinatimes-2023                0.1666               248.7562           0.00                           0.00                           0.01                           99.99                         
ek_business-2023               0.1649               158.7901           0.00                           0.00                           0.22                           99.78                         
tass_agency-2023               0.1570               25.3518            0.00                           0.00                           0.00                           100.00                        
yediotahronot-2023             0.1552               84.7273            0.00                           0.35                           0.23                           99.42                         
arthasarokar-2023              0.1532               60.0486            0.00                           0.00                           0.00                           100.00                        
dainik_online-2023             0.1507               64.6578            0.00                           0.00                           0.00                           100.00                        
meduzaproject-2023             0.1485               192.3362           0.00                           0.00                           0.00                           100.00                        
thahakhabar-2023               0.1406               6.2597             0.00                           0.00                           0.00                           100.00                        
gazetaru-2023                  0.1402               531.2919           0.00                           0.00                           0.03                           99.97                         
lentaruofficial-2023           0.1378               127.5195           0.00                           0.00                           0.00                           100.00                        
dallasfreepress-2023           0.1351               126.1880           0.00                           0.00                           0.00                           100.00                        
newrepublic-2023               0.1005               11.9537            0.00                           0.00                           0.00                           100.00                        
oldiemagazine-2023             0.0943               10.0076            0.00                           0.00                           0.00                           100.00                        
bakersfieldcali-2023           0.0922               656.4972           0.29                           6.05                           5.81                           87.84                         
amabhungane-2023               0.0715               25.7395            0.00                           0.00                           0.00                           100.00                        
gawker-2023                    0.0661               351.8464           0.00                           0.00                           0.00                           100.00                        
kvoa-2023                      0.0502               640.0538           0.78                           3.07                           2.53                           93.63                         
